timestamp,price
0,1699816090000
1,1699816090000
2,1699816090000
3,1699816090000
4,1699816090000
5,1699816090000
6,1699816090000
7,1699816090000
8,1699816090000
9,1699816090000
10,1699816090000
11,1699816090000
12,1699816090000
13,1699816090000
14,1699816090000
15,1699816090000
16,1700270010000
17,1700270010000
18,1700270010000
19,1700270010000
20,1700270010000
21,1700270010000
22,1700270010000
23,1700270010000
24,1700270010000
25,1700270010000
26,1700270010000
27,1700270010000
28,1700270010000
29,1700270010000
30,1700270010000
31,1700270010000
32,1700270010000
33,1700270010000
34,1701387110000
35,1701387110000
36,1701387110000
37,1701387110000
38,1701387110000
39,1701387110000
40,1701387110000
41,1701387110000
42,1701387110000
43,1701387110000
44,1701387110000
45,1701387110000
46,1701387110000
47,1701387110000
48,1701387110000
49,1701387110000
50,1701387110000
51,1701387110000
52,1701387110000
53,1701387110000
54,1701387110000
55,1701387110000
56,1701387110000
57,1701387110000
58,1701387110000
59,1701387110000
60,1701387110000
61,1701387110000
62,1701387110000
63,1701387110000
64,1701387110000
65,1701387110000
66,1701387110000
67,1701387110000
68,1701387110000
69,1701387110000
70,1701387110000
71,1701387110000
72,1701387110000
73,1701387110000
74,1701387110000
75,1701387110000
76,1701387110000
77,1701387110000
78,1701387110000
79,1701387110000
80,1700511110000
81,1700511110000
82,1700511110000
83,1700511110000
84,1700511110000
85,1700511110000
86,1700511110000
87,1700511110000
88,1700511110000
89,1700511110000
90,1700511110000
91,1700511110000
92,1700511110000
93,1700511110000
94,1702137260000
95,1702137260000
96,1702137260000
97,1702137260000
98,1702137260000
99,1702137260000
100,1702411920000
101,1702407010000
102,1702407010000
103,1702407010000
104,1702407010000
105,1702407010000
106,1703873070000
107,1703873070000
108,1703708300000
109,1703708300000
110,1703708300000
111,1703708300000
112,1703708300000
113,1704278640000
114,1704429690000
115,1704429690000
116,1704683920000
117,1704650000000
118,1704650000000
119,1704650000000
120,1704650000000
121,1704650000000
122,1704650000000
123,1704650000000
124,1704650000000
125,1704650000000
126,1704650000000
127,1704650000000
128,1704650000000
129,1704650000000
130,1703841830000
131,1703841830000
132,1703841830000
133,1703841830000
134,1703841830000
135,1703841830000
136,1703841830000
137,1703841830000
138,1703841830000
139,1703841830000
140,1703841830000
141,1703841830000
142,1703841830000
143,1703841830000
144,1703841830000
145,1703841830000
146,1703841830000
147,1703841830000
148,1703841830000
149,1703841830000
150,1703841830000
151,1703841830000
152,1703841830000
153,1703841830000
154,1703841830000
155,1703841830000
156,1703841830000
157,1703841830000
158,1703841830000
159,1703841830000
160,1703841830000
161,1703841830000
162,1703841830000
163,1703841830000
164,1703841830000
165,1703841830000
166,1703841830000
167,1703841830000
168,1703841830000
169,1703841830000
170,1703841830000
171,1703841830000
172,1703841830000
173,1703841830000
174,1703841830000
175,1703841830000
176,1703841830000
177,1703841830000
178,1703841830000
179,1703841830000
180,1703841830000
181,1703841830000
182,1703841830000
183,1703841830000
184,1703841830000
185,1703841830000
186,1703841830000
187,1703841830000
188,1703841830000
189,1703841830000
190,1703841830000
191,1703841830000
192,1703841830000
193,1703841830000
194,1703841830000
195,1703841830000
196,1703841830000
197,1703841830000
198,1703841830000
199,1703841830000
200,1703841830000
201,1703841830000
202,1703841830000
203,1703841830000
204,1703841830000
205,1703841830000
206,1703841830000
207,1703841830000
208,1703841830000
209,1703841830000
210,1703841830000
211,1703841830000
212,1703841830000
213,1703841830000
214,1703841830000
215,1703841830000
216,1703841830000
217,1703841830000
218,1703841830000
219,1703841830000
220,1703841830000
221,1703841830000
222,1703841830000
223,1703841830000
224,1703841830000
225,1703841830000
226,1703841830000
227,1703841830000
228,1703841830000
229,1703841830000
230,1703841830000
231,1703841830000
232,1703841830000
233,1703841830000
234,1703841830000
235,1703841830000
236,1703841830000
237,1703841830000
238,1703841830000
239,1703841830000
240,1703841830000
241,1703841830000
242,1703841830000
243,1703841830000
244,1703841830000
245,1703841830000
246,1703841830000
247,1703598170000
248,1703598170000
249,1703598170000
250,1703598170000
251,1703598170000
252,1703598170000
253,1703598170000
254,1703598170000
255,1703598170000
256,1703598170000
257,1703598170000
258,1703598170000
259,1703598170000
260,1703598170000
261,1703598170000
262,1703598170000
263,1703598170000
264,1703598170000
265,1703598170000
266,1703598170000
267,1703598170000
268,1703598170000
269,1703598170000
270,1703598170000
271,1703598170000
272,1703598170000
273,1703598170000
274,1703598170000
275,1703598170000
276,1703598170000
277,1703598170000
278,1703598170000
279,1703598170000
280,1703598170000
281,1703598170000
282,1703598170000
283,1703598170000
284,1703598170000
285,1703598170000
286,1703598170000
287,1703598170000
288,1703598170000
289,1703598170000
290,1703598170000
291,1703598170000
292,1703598170000
293,1703598170000
294,1703598170000
295,1703598170000
296,1703598170000
297,1703598170000
298,1703598170000
299,1703598170000
300,1703598170000
301,1703598170000
302,1703598170000
303,1703598170000
304,1703598170000
305,1703598170000
306,1703598170000
307,1703598170000
308,1703598170000
309,1703598170000
310,1703598170000
311,1703598170000
312,1703598170000
313,1703598170000
314,1703598170000
315,1703598170000
316,1703598170000
317,1703598170000
318,1703598170000
319,1703598170000
320,1703975000000
321,1703975000000
322,1703975000000
323,1703975000000
324,1703975000000
325,1703975000000
326,1703975000000
327,1705412240000
328,1705412240000
329,1705412240000
330,1705412240000
331,1705412240000
332,1705412240000
333,1705412240000
334,1705860930000
335,1705860930000
336,1706329880000
337,1706329880000
338,1706329880000
339,1706329880000
340,1706329880000
341,1706062490000
342,1706062490000
343,1706062490000
344,1706062490000
345,1706062490000
346,1706062490000
347,1706062490000
348,1706062490000
349,1706062490000
350,1706062490000
351,1706062490000
352,1706062490000
353,1706062490000
354,1706062490000
355,1706062490000
356,1706062490000
357,1705887500000
358,1705887500000
359,1705887500000
360,1705887500000
361,1705887500000
362,1705887500000
363,1705887500000
364,1705887500000
365,1706687490000
366,1706687490000
367,1706687490000
368,1706687490000
369,1706687490000
370,1706687490000
371,1706687490000
372,1706687490000
373,1706687490000
374,1706687490000
375,1706687490000
376,1706687490000
377,1707023260000
378,1707023260000
379,1707023260000
380,1707023260000
381,1707023260000
382,1707023260000
383,1707023260000
384,1707023260000
385,1707023260000
386,1707023260000
387,1707023260000
388,1707023260000
389,1707023260000
390,1707023260000
391,1707023260000
392,1707023260000
393,1707023260000
394,1707023260000
395,1707023260000
396,1707023260000
397,1707023260000
398,1707023260000
399,1707023260000
400,1707023260000
401,1707691740000
402,1707691740000
403,1707691740000
404,1707691740000
405,1707691740000
406,1707691740000
407,1707691740000
408,1707691740000
409,1707691740000
410,1707691740000
411,1708061990000
412,1708061990000
413,1708061990000
414,1708061990000
415,1708061990000
416,1708061990000
417,1708193150000
418,1708193150000
419,1708193150000
420,1708193150000
421,1708193150000
422,1708193150000
423,1708193150000
424,1708193150000
425,1708193150000
426,1708193150000
427,1708193150000
428,1708193150000
429,1708193150000
430,1708193150000
431,1708193150000
432,1708193150000
433,1708193150000
434,1708193150000
435,1708193150000
436,1708193150000
437,1708193150000
438,1708193150000
439,1708193150000
440,1708193150000
441,1707769860000
442,1707769860000
443,1707769860000
444,1707769860000
445,1707769860000
446,1707769860000
447,1707769860000
448,1707769860000
449,1707769860000
450,1707769860000
451,1707769860000
452,1707769860000
453,1707769860000
454,1707769860000
455,1707769860000
456,1707769860000
457,1707769860000
458,1706687490000
459,1706687490000
460,1706687490000
461,1706687490000
462,1706687490000
463,1706687490000
464,1706687490000
465,1706687490000
466,1706687490000
467,1706687490000
468,1706687490000
469,1706687490000
470,1706687490000
471,1706687490000
472,1706687490000
473,1706687490000
474,1706687490000
475,1706687490000
476,1706687490000
477,1706687490000
478,1706687490000
479,1706687490000
480,1706687490000
481,1706687490000
482,1706687490000
483,1706687490000
484,1706687490000
485,1706687490000
486,1706687490000
487,1706687490000
488,1706687490000
489,1706687490000
490,1706687490000
491,1706687490000
492,1706687490000
493,1706687490000
494,1706687490000
495,1706687490000
496,1706687490000
497,1706687490000
498,1706687490000
499,1706687490000
500,1706687490000
501,1706687490000
502,1706687490000
503,1706687490000
504,1706687490000
505,1706687490000
506,1706687490000
507,1706687490000
508,1706687490000
509,1706687490000
510,1706687490000
511,1706687490000
512,1706687490000
513,1706687490000
514,1706687490000
515,1706687490000
516,1706687490000
517,1706687490000
518,1706687490000
519,1706687490000
520,1706687490000
521,1706687490000
522,1706687490000
523,1706687490000
524,1706687490000
525,1706687490000
526,1706687490000
527,1706687490000
528,1706687490000
529,1706687490000
530,1706687490000
531,1706687490000
532,1706687490000
533,1706687490000
534,1706687490000
535,1706687490000
536,1706687490000
537,1706687490000
538,1706687490000
539,1706687490000
540,1706687490000
541,1706687490000
542,1706687490000
543,1706687490000
544,1706687490000
545,1706687490000
546,1706687490000
547,1706687490000
548,1706687490000
549,1706687490000
550,1706687490000
551,1706687490000
552,1706687490000
553,1706687490000
554,1706687490000
555,1706687490000
556,1706687490000
557,1706687490000
558,1706687490000
559,1706687490000
560,1706687490000
561,1706687490000
562,1706687490000
563,1706687490000
564,1706687490000
565,1706687490000
566,1706687490000
567,1706687490000
568,1706687490000
569,1706687490000
570,1706687490000
571,1706687490000
572,1706687490000
573,1706687490000
574,1706687490000
575,1706687490000
576,1706687490000
577,1706687490000
578,1706687490000
579,1706687490000
580,1706687490000
581,1706687490000
582,1706687490000
583,1706687490000
584,1706687490000
585,1706687490000
586,1706687490000
587,1706687490000
588,1706687490000
589,1706687490000
590,1706687490000
591,1706687490000
592,1706687490000
593,1706687490000
594,1706687490000
595,1706687490000
596,1706687490000
597,1706687490000
598,1706687490000
599,1706687490000
600,1706687490000
601,1706687490000
602,1706687490000
603,1706687490000
604,1706687490000
605,1706687490000
606,1706687490000
607,1706687490000
608,1706687490000
609,1706687490000
610,1706687490000
611,1706687490000
612,1706687490000
613,1706687490000
614,1706687490000
615,1706687490000
616,1706687490000
617,1706687490000
618,1706687490000
619,1706687490000
620,1706687490000
621,1706687490000
622,1706687490000
623,1706687490000
624,1706687490000
625,1706687490000
626,1706687490000
627,1706687490000
628,1706687490000
629,1706687490000
630,1706687490000
631,1706687490000
632,1706687490000
633,1706687490000
634,1706687490000
635,1706687490000
636,1706687490000
637,1706687490000
638,1706687490000
639,1706687490000
640,1706687490000
641,1706687490000
642,1706687490000
643,1706687490000
644,1706687490000
645,1706687490000
